title,sku,price,retail_price,category,sub_category,description,width,height,depth,tags,brand,designer,images
"Kipp Stewart For Drexel ""Declaration"" Large Walnut Credenza With Lit Display Hutch",7287390666884,4100.0,,storage,CREDENZA,Origin: USA. Designer: Kipp Stewart. Manufacturer: Drexel. Era: 1960s. Materials: Walnut. Measurements: 60″ wide x 20″ deep x 71.25″ tall,60,71.25,20,"china cabinet, china hutch, declaration, depth:20, drexel, height:71.5, kipp stewart, new, walnut, width:60",Drexel,Kipp Stewart,"https://midcenturymobler.com/cdn/shop/files/DSC_5299.jpg?v=1722494591, https://midcenturymobler.com/cdn/shop/files/DSC_5280.jpg?v=1722494592, https://midcenturymobler.com/cdn/shop/files/DSC_5288.jpg?v=1722494591, https://midcenturymobler.com/cdn/shop/files/DSC_5293_d8854187-1c98-4c0f-97d0-5f4c0e9f2195.jpg?v=1722494591, https://midcenturymobler.com/cdn/shop/files/DSC_5305.jpg?v=1722494591, https://midcenturymobler.com/cdn/shop/files/DSC_5307.jpg?v=1722494592, https://midcenturymobler.com/cdn/shop/files/DSC_5310.jpg?v=1722494592, https://midcenturymobler.com/cdn/shop/files/DSC_5315.jpg?v=1722494591, https://midcenturymobler.com/cdn/shop/files/DSC_5322.jpg?v=1722494592, https://midcenturymobler.com/cdn/shop/files/DSC_5325.jpg?v=1722494592, https://midcenturymobler.com/cdn/shop/files/DSC_5328.jpg?v=1722494592, https://midcenturymobler.com/cdn/shop/files/DSC_5329.jpg?v=1722494591, https://midcenturymobler.com/cdn/shop/files/IMG_6691.jpg?v=1722494592, https://midcenturymobler.com/cdn/shop/files/IMG_6692.jpg?v=1722494592"
Hans Wegner Ap19 Papa Bear Chair + Ottoman,7234319417476,22500.0,,seating,,"Designed in 1951 by Hans Wegner for AP Stolen, the Papa Bear chair has become an icon of danish design. It is presented here in untouched condition alongside the matching ottoman (AP29), purchased by the original owner in the 1950s. Origin: DenmarkDesigner: Hans WegnerManufacturer: AP StolenEra: 1951Materials: Teak, WoolMeasurements: 32"" wide x 32"" deep x 39"" tall, Seat: 15.5"" tall, Ottoman 27.5"" wide x 16"" deep x 15.5"" tall Condition: In good original condition with vintage wear. Price includes refinishing all teak surfaces and new upholstery in client's choice of fabric. Restoration Includes:• Structural + joint repair on all joints• Refinish all wood surfaces in oil or lacquer• New custom upholstery (inquire for fabric / leather options) COM and COL also available.",32,39,32,"1951, andreas tuck, ap stolen, ap19, bear chair, depth:32, hans wegner, height:39, papa bear, teak, width:32, wingback",,,"https://midcenturymobler.com/cdn/shop/files/DSC_8758.png?v=1709272612, https://midcenturymobler.com/cdn/shop/files/DSC_8754.png?v=1709272612, https://midcenturymobler.com/cdn/shop/files/DSC_8762.png?v=1709272619, https://midcenturymobler.com/cdn/shop/files/DSC_8765.png?v=1709272615, https://midcenturymobler.com/cdn/shop/files/DSC_8767.png?v=1709272610, https://midcenturymobler.com/cdn/shop/files/DSC_8771.png?v=1709272614, https://midcenturymobler.com/cdn/shop/files/DSC_8774.png?v=1709272611, https://midcenturymobler.com/cdn/shop/files/DSC_8778.png?v=1709272613, https://midcenturymobler.com/cdn/shop/files/DSC_8781.png?v=1709272615, https://midcenturymobler.com/cdn/shop/files/DSC_8784.png?v=1709272613, https://midcenturymobler.com/cdn/shop/files/DSC_8790.png?v=1709272610, https://midcenturymobler.com/cdn/shop/files/DSC_8796.png?v=1709272614, https://midcenturymobler.com/cdn/shop/files/DSC_8801.png?v=1709272617, https://midcenturymobler.com/cdn/shop/files/DSC_8805.png?v=1709272609, https://midcenturymobler.com/cdn/shop/files/DSC_8808.png?v=1709272610, https://midcenturymobler.com/cdn/shop/files/DSC_8810.png?v=1709272609, https://midcenturymobler.com/cdn/shop/files/DSC_8812.png?v=1709272616, https://midcenturymobler.com/cdn/shop/files/DSC_8813.png?v=1709272617"
Michael Bloch Seven Drawer Full Profile Highboy Dresser In Rosewood,7277416611972,4465.0,,storage,DRESSER,Origin: Denmark. Designer: Michael Bloch. Manufacturer: Skillinge Møbelfabrik. Era: 1950s. Materials: Rosewood. Measurements: 31.5″ wide x 16.5″ deep x 47″ tall,31.5,47,16.5,"1950s, denmark, DENMARK - AUGUST 2024, dresser, FULL PROFILE, highboy, highboy dresser, Michael Bloch, new, restore, restored, rosewood, SEVEN DRAWER, Skillinge Møbelfabrik",Skillinge Møbelfabrik,Michael Bloch,"https://midcenturymobler.com/cdn/shop/files/DSC_5779.jpg?v=1730303910, https://midcenturymobler.com/cdn/shop/files/DSC_5787.jpg?v=1730303911, https://midcenturymobler.com/cdn/shop/files/DSC_5792.jpg?v=1730303910, https://midcenturymobler.com/cdn/shop/files/DSC_5796.jpg?v=1730303911, https://midcenturymobler.com/cdn/shop/files/DSC_5802.jpg?v=1730303911, https://midcenturymobler.com/cdn/shop/files/DSC_5814.jpg?v=1730303911, https://midcenturymobler.com/cdn/shop/files/DSC_5816.jpg?v=1730303910, https://midcenturymobler.com/cdn/shop/files/DSC_5822.jpg?v=1730303911, https://midcenturymobler.com/cdn/shop/files/DSC_5828.jpg?v=1730303910"
"Set Of Eight ""Juliane"" Dining Chairs In Rosewood By Johannes Andersen",7101131751556,9600.0,,seating,DINING CHAIRS,"Origin: Denmark. Designer: Johannes Andersen. Manufacturer: Uldum Møbelfabrik. Era: 1960s. Materials: Rosewood, Wool. Measurements: 20"" wide x 20"" deep x 30.5"" tall, Seat: 18"" tall",20,30.5,20,"1960s, 2023, CHAIR, CHAIRS, DA13104, DANISH MODERN, Denmark, DINING CHAIRS, JOHANNES ANDERSEN, JULIANE, May 2023, PRE ORDER, restore, restored, ROSEWOOD, SET, SET OF NINE, Uldum Møbelfabrik, upholstery, Wool",Uldum Møbelfabrik,Johannes Andersen,"https://midcenturymobler.com/cdn/shop/products/DA13104.jpg?v=1681640016, https://midcenturymobler.com/cdn/shop/products/DA13104d.jpg?v=1681640023, https://midcenturymobler.com/cdn/shop/products/DA13104e.jpg?v=1681640024, https://midcenturymobler.com/cdn/shop/products/DA13104b.jpg?v=1681640023, https://midcenturymobler.com/cdn/shop/products/DA13104c.jpg?v=1681640023, https://midcenturymobler.com/cdn/shop/products/DA13104g.jpg?v=1681640024"
1960'S Freestanding Bar In Teak,6909813751940,2750.0,,storage,BARS,"Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak. Measurements: 53.5"" wide x 19"" deep x 43.5"" tall.",53.5,43.5,19,"1960s, bar, DA12757, Denmark, restored, STORAGE, Teak",,,"https://midcenturymobler.com/cdn/shop/products/DA12757.jpg?v=1658400376, https://midcenturymobler.com/cdn/shop/products/DA12757a.jpg?v=1658400383, https://midcenturymobler.com/cdn/shop/products/DA12757b.jpg?v=1658400384, https://midcenturymobler.com/cdn/shop/products/DA12757c.jpg?v=1658400383"
Louis Poulsen California Pendant By Vilhelm Wohlert + Jørgen Bo,6709896970372,925.0,,lighting,lighting,"Designed in 1967 by Vilhelm Wohlert &amp; Jørgen Bo for Louis Poulsen, this large pendant offers three interior sockets and a diffusing ring for a bright, warm glow! The original grey lacquered dome of this California Pendant is perfect for any room in need of overhead lighting! In excellent original condition with typical wear for its vintage. MEASUREMENTS:22″ diameter x 7″ tall",,7,,"diameter:22, height:7",,,"https://midcenturymobler.com/cdn/shop/products/DSC_2006.jpg?v=1642581770, https://midcenturymobler.com/cdn/shop/products/DSC_2008.jpg?v=1642581771, https://midcenturymobler.com/cdn/shop/products/DSC_2011.jpg?v=1642581771, https://midcenturymobler.com/cdn/shop/products/DSC_2014.jpg?v=1642581771, https://midcenturymobler.com/cdn/shop/products/DSC_2020.jpg?v=1642581771"
Danish Modern Flip Top Coffee Table / Bar,7189891874948,1650.0,2150.0,storage,COFFEE TABLE,Origin: DenmarkDesigner: UnknownManufacturer: UnknownEra: 1960sMaterials: TeakMeasurements: 22″ wide x 39.5″ deep x 14.75″ tall,22,14.75,39.5,"1960s, bar, coffee table, denmark, DENMARK - JANUARY 2024, depth:39.5, height:14.75, restored, sale, teak, width:22",,,"https://midcenturymobler.com/cdn/shop/files/DA13162b.jpg?v=1698141958, https://midcenturymobler.com/cdn/shop/files/DA13162c.jpg?v=1698141959, https://midcenturymobler.com/cdn/shop/files/DA13162e.jpg?v=1698141958, https://midcenturymobler.com/cdn/shop/files/DA13162f.jpg?v=1698141957, https://midcenturymobler.com/cdn/shop/files/DA13162g.jpg?v=1698141959"
Small Credenza By Carlo Jensen In Brazilian Rosewood,7277869334660,2650.0,,storage,CREDENZA,Origin: Denmark. Designer: Carlo Jensen. Manufacturer: Hundevad + Co. Era: 1960s. Materials: Rosewood. Measurements: 42.5″ wide x 17″ deep x 29.5″ tall,42.5,29.5,17,"1960s, BRAZILIAN ROSEWOOD, carlo jensen, credenza, denmark, DENMARK - AUGUST 2024, depth:17, height:29.5, Hundevad + Co, mid – late August 2024, PRE-ORDER, restore, restored, rosewood, small credenza, width:42.5",Hundevad + Co,Carlo Jensen,"https://midcenturymobler.com/cdn/shop/files/DA13348.jpg?v=1719638195, https://midcenturymobler.com/cdn/shop/files/DA13348b.jpg?v=1719638195, https://midcenturymobler.com/cdn/shop/files/DA13348d.jpg?v=1719638195, https://midcenturymobler.com/cdn/shop/files/DA13348e.jpg?v=1719638195, https://midcenturymobler.com/cdn/shop/files/DA13348f.jpg?v=1719638195, https://midcenturymobler.com/cdn/shop/files/DA13348g.jpg?v=1719638195"
Single Drawer Teak Nightstand By Gunnar Nielsen,7206840762500,1100.0,,storage,Nightstands,"Origin: DenmarkDesigner: Gunnar NielsenManufacturer: TibergaardEra: 1960sMaterials: TeakMeasurements: 18″ wide x 17″ deep x 22.75″ tall, Cubby: 17"" wide x 16.5"" deep x 8.5"" tall",18,22.75,17,"cubby, depth:17, gunnar nielsen, height:22.75, nightstands, restore, restored, teak, tibergaard, width:18",,,"https://midcenturymobler.com/cdn/shop/files/DSC_6515.jpg?v=1702250969, https://midcenturymobler.com/cdn/shop/files/DSC_6518_dbd3e493-0b79-4979-8946-845a2d91dd90.jpg?v=1702250970, https://midcenturymobler.com/cdn/shop/files/DSC_6523_2462879c-c8a0-4282-a5e5-64c0b3a8eb52.jpg?v=1702250971, https://midcenturymobler.com/cdn/shop/files/DSC_6525_7ffe52dc-ef40-4e3c-a403-ba4119b0a2aa.jpg?v=1702250969, https://midcenturymobler.com/cdn/shop/files/DSC_6530_36ac189c-78f1-434e-aca7-2cc9d96adf78.jpg?v=1702250971, https://midcenturymobler.com/cdn/shop/files/DSC_6532_67de9748-4e81-42c3-a13d-2b041274a824.jpg?v=1702250970"
Desede Ds-44 Loveseat In Patinated Leather,7267637526660,4500.0,,seating,LOVESEAT,"Origin: Switzerland. Designer: DeSede. Manufacturer: DeSede. Era: 1970s. Materials: Buffalo Leather. Measurements: 53.5"" wide x 33.5 seat in / 39.5 seat out"" deep x 30.75"" tall",53.5,30.75,33.5,"1970s, BUFFALO LEATHER, DE SEDE DS44 LOVESEAT, DENMARK - JUNE 2024, depth:33.5, DESEDE, DS-44, height:31, leather, loveseat, PATINATED LEATHER, PRE-ORDER, Switzerland, width:53.5",DeSede,DeSede,"https://midcenturymobler.com/cdn/shop/files/DA13317.jpg?v=1716183327, https://midcenturymobler.com/cdn/shop/files/DA13317b.jpg?v=1716183327, https://midcenturymobler.com/cdn/shop/files/DA13317c.jpg?v=1716183327, https://midcenturymobler.com/cdn/shop/files/DA13317d.jpg?v=1716183327, https://midcenturymobler.com/cdn/shop/files/DA13317e.jpg?v=1716183327, https://midcenturymobler.com/cdn/shop/files/DA13317h.jpg?v=1716183327"
Torbjorn Afdal Fold Out Cocktail Bar In Teak,7301111644292,3500.0,,storage,COCKTAIL BAR,"Origin: Norway. Designer: Torbjorn Afdal. Manufacturer: Bruksbo. Era: 1960s. Materials: Teak. Measurements: 39.25"" wide (top closed), 60.5"" wide (top open) x 16.25"" deep x 35.5"" tall (top closed), 34.5"" tall (top open)",39.25,35.5,16.25,"1960s, bruksbo, COCKTAIL BAR, depth:16.25, England - November 2024, englandnov2024, height:35.5, new, norway, restore, restored, teak, TORBJORN AFDAL, width:39.25",Bruksbo,Torbjorn Afdal,"https://midcenturymobler.com/cdn/shop/files/DSC_8835.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8809.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8803.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8814.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8818.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8821.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8826.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8830.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8833.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8843.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8847.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8852.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8859.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8864.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8871.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8878.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8881.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8884.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8889.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8891.jpg?v=1731650639, https://midcenturymobler.com/cdn/shop/files/DSC_8894.jpg?v=1731650639"
Small Mcintosh Dunvegan Credenza In Teak,7301139169412,3675.0,,storage,CREDENZA,"Origin: Scotland. Designer: Val Rossi. Manufacturer: A.H. McIntosh. Era: 1960s. Materials: Teak. Measurements: 60"" wide x 18"" deep x 30"" tall",60,30,18,"1960s, A.H. McIntosh, credenza, depth: 18, dunvegan, England - November 2024, englandnov2024, height:29, lind stoneware bowl, mcintosh, new, PRE ORDER, restore, restored, Scotland, teak, Val Rossi, width: 60",A.H. McIntosh,Val Rossi,"https://midcenturymobler.com/cdn/shop/files/DSC_8529.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8546.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8550.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8552.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8559.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8565.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8569.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8571.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8572.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8578.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8581.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8590.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8600.jpg?v=1731649883, https://midcenturymobler.com/cdn/shop/files/DSC_8604.jpg?v=1731649883"
Arne Hovmand Olsen Floating Surfboard Coffee Table In Teak #2,7277386760324,3200.0,,tables,COFFEE TABLE,Origin: Denmark. Designer: Arne Hovmand Olsen. Manufacturer: Mogens Kold. Era: 1960s. Materials: Teak. Measurements: 60″ wide x 20″ deep x 17″ tall,60,17,20,"arne hovmand olsen, coffee, coffee table, danish design, depth:20, floating, height:17, mid century, mogens kold, new, restored, surfboard, vintage, width:60",Mogens Kold,Arne Hovmand Olsen,"https://midcenturymobler.com/cdn/shop/files/DSC_3191.jpg?v=1719462167, https://midcenturymobler.com/cdn/shop/files/DSC_3186.jpg?v=1719462167, https://midcenturymobler.com/cdn/shop/files/DSC_3201.jpg?v=1719462161, https://midcenturymobler.com/cdn/shop/files/DSC_3207.jpg?v=1719462161"
H.W. Klein Lowback Lounge Chair With Teak Paws,7277425885316,2875.0,,seating,LOUNGE CHAIR,"Origin: Denmark. Designer: H.W. Klein. Manufacturer: Bramin. Era: 1960s. Materials: Teak, Wool. Measurements: 34″ wide x 29″ deep x 29″ tall",34,29,29,"1960s, bramin, denmark, DENMARK - AUGUST 2024, h.w. klein, lounge chair, LOWBACK, LOWBACK LOUNGE CHAIR, mid – late August 2024, new, PRE-ORDER, restore, restored, TEAK PAWS, upholstery, wool",Bramin,H.W. Klein,"https://midcenturymobler.com/cdn/shop/files/DA13291b-PhotoRoom.jpg?v=1719482036, https://midcenturymobler.com/cdn/shop/files/DA13291c-PhotoRoom.jpg?v=1719482036, https://midcenturymobler.com/cdn/shop/files/DA13291d-PhotoRoom.jpg?v=1719482036, https://midcenturymobler.com/cdn/shop/files/DA13291e-PhotoRoom.jpg?v=1719482036, https://midcenturymobler.com/cdn/shop/files/DA13291f-PhotoRoom.jpg?v=1719482036, https://midcenturymobler.com/cdn/shop/files/DA13291-PhotoRoom.jpg?v=1719482036"
Set Of Four Rosewood + Cane Dining Chairs By Søren Ladefoged,6710085582980,4400.0,,seating,dining,Origin: Denmark. Designer: Søren Ladefoged. Manufacturer: SL Møbler. Era: 1960s. Dimensions: 19″ wide x 17″ deep x 32″ tall. Seat: 19″ wide x 18.5″ deep x 17″ tall. Condition: Frames are in excellent original condition with some vintage wear. Original papercord with patination Restoration Includes:. • Structural + joint repair (if necessary) on all joints. • Refinish all wood surfaces in lacquer or oil,19,32,17,"chairs, depth:17, four, height: 32, rosewood, SL Mobler, søren Ladefoged, width:19",SL Møbler,Søren Ladefoged,"https://midcenturymobler.com/cdn/shop/products/cane.jpg?v=1642592367, https://midcenturymobler.com/cdn/shop/products/set-of-four-rosewood-cane-dining-chairs-by-sren-ladefoged-6242.jpg?v=1642592367, https://midcenturymobler.com/cdn/shop/products/set-of-four-rosewood-cane-dining-chairs-by-sren-ladefoged-2699.jpg?v=1642592367"
Small Richard Hornby Credenza In Tola,7301134418052,3850.0,,storage,CREDENZA,"Origin: England. Designer: Richard Hornby. Manufacturer: Fyn Layde Furniture. Era: 1960s. Materials: Tola. Measurements: 60"" wide x 19"" deep x 34"" tall",60,34,19,"1960s, credenza, depth: 19, england, England - November 2024, englandnov2024, Fyn Layde Furniture, height: 34, PRE ORDER, restore, restored, richard hornby, tola, width: 60",Fyn Layde Furniture,Richard Hornby,"https://midcenturymobler.com/cdn/shop/files/DSC_8124-Photoroom.jpg?v=1731559363, https://midcenturymobler.com/cdn/shop/files/DSC_8129-Photoroom.jpg?v=1731559363, https://midcenturymobler.com/cdn/shop/files/DSC_8132-Photoroom.jpg?v=1731559363, https://midcenturymobler.com/cdn/shop/files/DSC_8138-Photoroom.jpg?v=1731559363, https://midcenturymobler.com/cdn/shop/files/DSC_8146-Photoroom.jpg?v=1731559363, https://midcenturymobler.com/cdn/shop/files/DSC_8151-Photoroom.jpg?v=1731559363, https://midcenturymobler.com/cdn/shop/files/DSC_8156-Photoroom.jpg?v=1731559363"
Arne Hovmand Olsen Vanity / Secretary In Teak With Etched Glass Doors,6919114260612,2150.0,,storage,SECRETARY DESKS + VANITIES,"Origin: Denmark. Designer: Arne Hovmand Olsen. Manufacturer: Linnebjerg. Era: 1950s. Materials: Walnut, Glass. Measurements: 39.5"" wide x 16.5"" deep x 32"" tall.",39.5,32,16.5,"1950s, Arne Hovmand Olsen, DA12637, Denmark, ETCHED GLASS DOORS, Glass, Linnebjerg, restored, SECRETARY, SECRETARY DESKS + VANITIES, STORAGE, VANIT, walnut",Linnebjerg,Arne Hovmand Olsen,"https://midcenturymobler.com/cdn/shop/products/DA12637a.jpg?v=1660255493, https://midcenturymobler.com/cdn/shop/products/DA12637d.jpg?v=1660255493, https://midcenturymobler.com/cdn/shop/products/DA12637e.jpg?v=1660255493, https://midcenturymobler.com/cdn/shop/products/DA12637b.jpg?v=1659162070, https://midcenturymobler.com/cdn/shop/products/DA12637c.jpg?v=1659162070, https://midcenturymobler.com/cdn/shop/products/DA12637.jpg?v=1659162071"
Set Of Six J.L. Møller Model 71 Dining Chairs In Brazilian Rosewood #2,7234641657988,10250.0,,seating,,Origin: DenmarkDesigner: Neils Otto MøllerManufacturer: J.L Møllers MøbelfabrikEra: 1951Dimensions: 19.5″ wide x 17″ deep x 31″ tallSeat: 19″ wide x 16.5″ deep x 17.5″ tallCondition: Frames are in excellent original condition. Leather in good original condition with vintage wear. Restoration Includes:• Structural + joint repair (if necessary) on all joints• Refinish all wood surfaces in lacquer• New custom upholstery with fresh foam and material (inquire for available fabrics and physical samples) Fabrics recommend for upholstery: HallingdalTonusTonicaClaraDivina MD,19.5,31,17,"1951, danish, danishdesign, danishmodern, depth:16.5, height:31, mid century, mid century chair, model 71, moller, neils otto moller, rosewood, width:19.5",,,"https://midcenturymobler.com/cdn/shop/files/DSC_9223.png?v=1709359115, https://midcenturymobler.com/cdn/shop/files/DSC_9219.png?v=1709359115, https://midcenturymobler.com/cdn/shop/files/DSC_9227.png?v=1709359117, https://midcenturymobler.com/cdn/shop/files/DSC_9232.png?v=1709359113, https://midcenturymobler.com/cdn/shop/files/DSC_9238.png?v=1709359117, https://midcenturymobler.com/cdn/shop/files/DSC_9242.png?v=1709359114, https://midcenturymobler.com/cdn/shop/files/DSC_9244.png?v=1709359116, https://midcenturymobler.com/cdn/shop/files/DSC_9246.png?v=1709359112, https://midcenturymobler.com/cdn/shop/files/DSC_9249.png?v=1709359112, https://midcenturymobler.com/cdn/shop/files/DSC_9255.png?v=1709359114, https://midcenturymobler.com/cdn/shop/files/DSC_9257.png?v=1709359113"
