title,sku,price,retail_price,description,width,depth,height,tags,images
Pair of John Derian for Cisco Brothers Leaf Chair with Fruitwood Frame Finish,SQ4063562,3595.0,6630.0,"Introducing the John Derian for Cisco Brothers Leaf Chair, a testament to artisanal craftsmanship and timeless design. This pair of chairs, with their fruitwood frame finish, exudes a natural elegance that harmoniously blends with the opulent green velvet upholstery. The chairs' silhouette, inspired by the organic forms of leaves, is a celebration of nature's effortless beauty, making them an ideal choice for spaces that seek to balance luxury with a touch of the outdoors. The plush velvet offers a tactile experience, and inviting touch, and provides comfort without sacrificing style. Perfect for creating an intimate seating area, these chairs are a favorite among designers and decorators who appreciate pieces that marry classic sensibilities with modern design language.FREE SHIPPING to Anywhere in the US 48 States",19,20,31,"john-derian, cisco-brothers, leaf-chair, fruitwood, chair, accent-chair","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701966873530-F05K5OE996VK1HL1PYJ6/Pair+of+John%2BDerian%2Bfor%2BCisco%2BBrothers%2BLeaf%2BChair%2Bwith%2BFruitwood%2BFrame%2BFinish.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701448351456-IE77W6FYJ194KSMC65VQ/John+Derian+for+Cisco+Brothers+Leaf+Chair+with+Fruitwood+Frame+Finish.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701448358158-KOTCX00QW955WEWF7XTA/John+Derian+for+Cisco+Brothers+Leaf+Chair+with+Fruitwood+Frame+Finish+3.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701972956563-WOWBMC0ITBFV0T04FUEF/John+Derian+for+Cisco+Brothers+Leaf+Chair+with+Fruitwood+Frame+Finish.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701972954713-7G8AIH148BU0OCP701YS/John+Derian+for+Cisco+Brothers+Leaf+Chair+with+Fruitwood+Frame+Finish%283%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701972956566-QA8ROXMIWKBR1OVS2T6Y/John+Derian+for+Cisco+Brothers+Leaf+Chair+with+Fruitwood+Frame+Finish%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701972956569-FBHJ0QWBKRJU2KW8J6F7/John+Derian+for+Cisco+Brothers+Leaf+Chair+with+Fruitwood+Frame+Finish%285%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701972949810-K2VQUFTLQZI8WYNB6Z78/John+Derian+for+Cisco+Brothers+Leaf+Chair+with+Fruitwood+Frame+Finish%284%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701972918987-GKCGAAQZT3NVD6OOECO3/John+Derian+for+Cisco+Brothers+Leaf+Chair+with+Fruitwood+Frame+Finish%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701448356531-DLSTB84FK9WXWQ8EZ3ZZ/John+Derian+for+Cisco+Brothers+Leaf+Chair+with+Fruitwood+Frame+Finish+2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701972953880-BMGD2QMKX54OVOEH6DZV/John+Derian+for+Cisco+Brothers+Leaf+Chair+with+Fruitwood+Frame+Finish+tag.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701972953272-ODR9PIPGWK1NVNVH35GW/John+Derian+Tulip+Chair+for+Cisco+Brothers+tag.JPG"
Vintage Danish Karin and Erling Heerwagen Hand-painted and Glazed Tea Pot,SQ6716865,275.0,550.0,"Indulge in the timeless elegance of this Vintage Danish Karin and Erling Heerwagen hand-painted and glazed tea pot, a masterpiece of mid-century Scandinavian design. With its exquisite craftsmanship and delicate detailing, this tea pot exudes understated sophistication, making it the perfect accent piece for any discerning interior. Its harmonious blend of form and function evokes a sense of hygge, inviting warmth and charm into any space. Imbued with a sense of heritage and artistry, this tea pot embodies the essence of Danish design, adding a touch of Nordic grace to your home decor repertoire.FREE SHIPPING to Anywhere in the US 48 States",15,8.5,10,"vintage, danish, karin, erling-heerwagen, handpainted, glazed, tea-pot, pottery","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708712059455-FUSYRWXSF9BP09HAPI8G/Vintage+Danish+Karin+and+Erling+Heerwagen+Hand-painted+and+Glazed+Tea+Pot.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708795805476-0UMPFH265P7SHPVH5NR7/Vintage+Danish+Karin+and+Erling+Heerwagen+Hand-painted+and+Glazed+Tea+Pot+%283%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708795805730-94KZQOETTEHB0ODSPQPU/Vintage+Danish+Karin+and+Erling+Heerwagen+Hand-painted+and+Glazed+Tea+Pot+%287%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708795805492-DXWCDX6I1ESIJQFN397O/Vintage+Danish+Karin+and+Erling+Heerwagen+Hand-painted+and+Glazed+Tea+Pot+%282%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708795803236-KZTIE2QM1KJQ3NF8FRIX/Vintage+Danish+Karin+and+Erling+Heerwagen+Hand-painted+and+Glazed+Tea+Pot+%288%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708795805097-ES48DSUBQNF1NOJCHG3Y/Vintage+Danish+Karin+and+Erling+Heerwagen+Hand-painted+and+Glazed+Tea+Pot+%284%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708795804721-4OS1HVVERVP16OJMA5CO/Vintage+Danish+Karin+and+Erling+Heerwagen+Hand-painted+and+Glazed+Tea+Pot+%286%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708795805900-VHRCNHUMGU8RTIN7GRPV/Vintage+Danish+Karin+and+Erling+Heerwagen+Hand-painted+and+Glazed+Tea+Pot+%285%29-min.JPG"
Vintage Brutalist Bronze Dining Console Table,SQ4780307,4545.0,7880.0,"Discover the exquisite Vintage Brutalist Bronze Dining Console Table, a captivating masterpiece that seamlessly combines functionality and artistic expression. Crafted with meticulous attention to detail, this extraordinary piece has become a sought-after choice among discerning designers and decorators. Embracing the distinctive characteristics of the Brutalist style, the table showcases organic forms and rugged textures that evoke a sense of raw beauty. The bronze finish adds a timeless touch of elegance, while the spacious surface provides ample room for display and storage. Ideal for dining spaces, this Vintage Brutalist Bronze Dining Console Table effortlessly merges form and function, making it the perfect centerpiece to make a bold statement in any interior.FREE SHIPPING to Anywhere in the US 48 States",65,22.5,29,"vintage, bronze, console, dining, table, brutalist","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1704900849929-X2ESH1NASQMM5XV5GFRR/Vintage+Brutalist+Bronze+Dining+Console+Table%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1704900850341-ZOHRAIPZ4PX5S1QNBHX7/Vintage+Brutalist+Bronze+Dining+Console+Table+%2810%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710870882099-V26UJ95K6VZVVQPCB8WN/white-Vintage%2BBrutalist%2BBronze%2BDining%2BConsole%2BTable%2B%289%29+%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710870882110-J7JRNZ1XVNOK010TJHTU/white-Vintage%2BBrutalist%2BBronze%2BDining%2BConsole%2BTable%2B%288%29+%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710870882101-YP2LZSPMI8YYLSBB6T0G/white-Vintage%2BBrutalist%2BBronze%2BDining%2BConsole%2BTable%2B%281%29+%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710870882093-U5SMNMBC4ZZ209S9BJXD/white-Vintage%2BBrutalist%2BBronze%2BDining%2BConsole%2BTable%2B%286%29+%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710870882094-GPKRP9Z76GM7O4EQ8PQ3/white-Vintage%2BBrutalist%2BBronze%2BDining%2BConsole%2BTable%2B%284%29+%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710870882269-R53KI1V3AIZACJBMCK4X/white-Vintage%2BBrutalist%2BBronze%2BDining%2BConsole%2BTable%2B%282%29+%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1704828397426-TY4PD46PKSKHO4YEDT42/Vintage+Brutalist+Bronze+Dining+Console+Table+%287%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1704828397977-V1JDDYJ4HP59VF7VGK57/Vintage+Brutalist+Bronze+Dining+Console+Table.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1704828388298-5HGGKY7UU14OQQF19ATC/Vintage+Brutalist+Bronze+Dining+Console+Table+%285%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710870882514-B08XPL87Q0XLCYNCGJVN/white-Vintage%2BBrutalist%2BBronze%2BDining%2BConsole%2BTable%2B%283%29+%281%29.jpg"
Vintage Brass Leaf Compote Bowl Dish,SQ1645633,175.0,350.0,"Embrace the exquisite allure of this Vintage Brass Leaf Compote Bowl Dish, a captivating piece destined to grace the most sophisticated interiors. Delicately fashioned with intricate leaf motifs and bathed in a resplendent brass patina, this compote bowl embodies the epitome of timeless elegance. Perfect for adding a touch of organic opulence to any design scheme, it effortlessly melds natural beauty with refined craftsmanship. Whether adorning a mantle, centerpiece, or sideboard, this vintage gem promises to evoke a sense of refined luxury and elevate the aesthetic appeal of any space. A cherished find for discerning designers and decorators seeking to infuse their projects with a touch of vintage-inspired grandeur.FREE SHIPPING to Anywhere in the US 48 States",11,7.5,10.5,"vintage, brass, leaf, compote, bowl, dish","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708712151570-4ZH73FYK43TS42DLFS2V/Vintage+Brass+Leaf+Compote+Bowl+Dish.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708796740967-1E79OAWJ9RQG6OPZQBHP/Vintage+Brass+Leaf+Compote+Bowl+Dish+%286%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708796741890-50X645AQ21U9CC08510N/Vintage+Brass+Leaf+Compote+Bowl+Dish+%283%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708796740785-3ZYB7SXFYVM7D9GNL9TU/Vintage+Brass+Leaf+Compote+Bowl+Dish+%285%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708796740245-A435FU9B1LDRH0X1C0B9/Vintage+Brass+Leaf+Compote+Bowl+Dish+%282%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708796742127-M2MWKTSKYI76FUPMYXTR/Vintage+Brass+Leaf+Compote+Bowl+Dish+%281%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708796741517-8LCJ7YMWDT7N7FYANQUE/Vintage+Brass+Leaf+Compote+Bowl+Dish+%284%29-min.JPG"
Dreadlock Shag Carpet from DWR (12 ft 3 in x 9 ft 2 in),SQ1475465,3095.0,4500.0,"Introducing the opulent Dreadlock Shag Carpet in a luxurious camel tone by WDR. Meticulously crafted to exude warmth and sophistication, this exquisite floor covering embodies the epitome of understated elegance. With its plush dreadlock strands artfully arranged to create a mesmerizing textural landscape, this carpet effortlessly elevates any interior space, infusing it with an air of refined charm and timeless allure. The rich camel hue adds depth and versatility, allowing designers and decorators to seamlessly integrate it into a myriad of design palettes, from minimalist chic to eclectic bohemian.FREE SHIPPING to Anywhere in the US 48 States",,,,"dreadlock, shag, carpet","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708958050366-TA9J3WA6LWQ99NBVFAZC/DWR+Shag+Carpet.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708958049085-K4N43IOFDHOYB0QWFXRA/DWR+Shag+Carpet+4.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708958048898-EW2HLKY4NBCHEB9V8R79/DWR+Shag+Carpet+5.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708958047967-5EGVPKFCTFFJ43BHIFIX/DWR+Shag+Carpet+2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708958045873-TAQNQJK4F25ATUQTCBZH/DWR+Shag+Carpet+6.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708958050733-P17CLJ8KMSET36RX1HTJ/DWR+Shag+Carpet+3.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707249381053-4TBBFWWWIH0MLZLSQP26/Dreadlock+Shag+Carpet+%283%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707249381247-87LQ7VATQ8YKCW6CX4ET/Dreadlock+Shag+Carpet+%281%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707249380307-WE94Y8D4W468DZ8T8WKP/Dreadlock+Shag+Carpet+%282%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707249381266-XOU1V03Z6RXK65WT5WDM/Dreadlock+Shag+Carpet-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1707249381446-9OTLTPP4N2RHG05C6S5X/Dreadlock+Shag+Carpet+%284%29-min.JPG"
Vintage Jasper Johns 1972 Framed Poster,SQ3337231,250.0,550.0,"Dive into the iconic world of artistry with this Vintage Jasper Johns 1972 Framed Poster, a captivating piece sure to mesmerize discerning designers and decorators. Created by the renowned artist Jasper Johns in 1972, this framed poster showcases his signature style and artistic brilliance. Featuring bold, vibrant colors and intricate details, this timeless masterpiece adds an instant touch of sophistication and intrigue to any interior space. Whether displayed as a focal point in a gallery wall or as a standalone statement piece, this vintage gem effortlessly infuses your space with a sense of artistic flair and cultural richness. A coveted find for collectors and art enthusiasts alike, this Jasper Johns poster promises to elevate your decor with its timeless allure and artistic resonance.FREE SHIPPING to Anywhere in the US 48 States",25.5,1,40,"vintage, jasper-johns, 1972, framed, poster, art","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708710871318-1PZ90O9XE37XRI2XP7ET/Vintage+Jasper+Johns+1972+Framed+Poster.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708978098590-7AXEYCJ8JLIMFES796W0/Rarew+Vintage+Picasso+1962+Framed+Poster+%282%29-min+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708978098771-QNNDWTOY6C8M50X95JVP/Rarew+Vintage+Picasso+1962+Framed+Poster+%281%29-min.JPG"
Vintage Italian Angelo Mangiarotti Travertine Marble Oval Dining Table,SQ3600088,5495.0,9780.0,"Indulge in the legacy of Italian design with the Vintage Italian Angelo Mangiarotti Travertine Marble Oval Dining Table. This exquisite piece stands as a monument to Mangiarotti's commitment to both structural integrity and aesthetic finesse. The table, with its sumptuously smooth oval travertine surface, showcases a harmonious blend of organic texture and minimalist form. Its distinctive pedestal base, a signature of Mangiarotti's engineering prowess, is not only a study in gravity but also an embodiment of elegance, providing a sturdy yet graceful foundation. Ideal for design connoisseurs and those with an appreciation for timeless mid-century pieces, this table is a sophisticated anchor for any refined dining space, promising to command attention and spark conversation.FREE SHIPPING to Anywhere in the US 48 States",,,,"vintage, italian, angelo-mangiarotti, travertine, marble, oval-dining-table, dining","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702503371248-M4GB5ECMXCU5FJ0R8LO6/Vintage+Italian+Angelo+Mangiarotti+Travertine+Marble+Oval+Dining+Table+%287%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702483472197-APDVO3YEZXVQTADH4RUZ/Vintage+Italian+Angelo+Mangiarotti+Travertine+Marble+Oval+Dining+Table+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702483472011-GPCGMTWQK45E0T8ZRURJ/Vintage+Italian+Angelo+Mangiarotti+Travertine+Marble+Oval+Dining+Table+%285%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702483472195-1JHHDTBZEVMFAE3B1CP7/Vintage+Italian+Angelo+Mangiarotti+Travertine+Marble+Oval+Dining+Table.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702483472407-8V7CDLFFQAAJ10ZV1JEQ/Vintage+Italian+Angelo+Mangiarotti+Travertine+Marble+Oval+Dining+Table+%284%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702483472010-SDEHXTCWQUTRXAQUSP0T/Vintage+Italian+Angelo+Mangiarotti+Travertine+Marble+Oval+Dining+Table+%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702483472224-16SRAMXJZF1RLA40FN50/Vintage+Italian+Angelo+Mangiarotti+Travertine+Marble+Oval+Dining+Table+%283%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702483469996-O3N6KE5SL90XZFV44LH7/Vintage+Italian+Angelo+Mangiarotti+Travertine+Marble+Oval+Dining+Table+%286%29.JPG"
Vintage Raku Fired Black Stoneware Clay Vessel,SQ7768226,850.0,1250.0,"Introducing a masterpiece of artisanal craftsmanship: the Vintage Raku Fired Black Stoneware Clay Vessel. Handcrafted with precision and passion, this vessel bears the hallmark of its unique firing process, resulting in mesmerizing textures that speak to the soul of design enthusiasts. With its timeless allure and organic elegance, this vessel serves as a captivating focal point in any interior setting, adding depth and character to contemporary or traditional spaces alike. Whether displayed solo as a sculptural statement or curated alongside other treasures, this vessel embodies the essence of tactile luxury and refined sophistication.FREE SHIPPING to Anywhere in the US 48 States",21,12,,"vintage, raku, fired, stoneware, clay, vessel","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708617615590-JD98ST6LK6HE6NU2EBNV/Vintage+Raku+Fired+Black+Stoneware+Clay+Vessel+%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708617856240-WDLWZ76J8RFUKSJ5KXQJ/Vintage+Raku+Fired+Black+Stoneware+Clay+Vessel+%283%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708526413910-FQUXOKS1G8CEWYE9XW05/Vintage+Raku+Fired+Black+Stoneware+Clay+Vessel.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708617856156-72AMTJFTWGSOM7S6TDUN/Vintage+Raku+Fired+Black+Stoneware+Clay+Vessel+%285%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708617855060-6IS86899QDBQI93NXZ9U/Vintage+Raku+Fired+Black+Stoneware+Clay+Vessel+%282%29-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1708617855962-OLXEG3CVAWVOYCZ7HLAA/Vintage+Raku+Fired+Black+Stoneware+Clay+Vessel+%284%29-min.JPG"
Niermann Weeks  Mel Cone Lantern Pendant Light with Sunshine Gold Leaf Finish From J Banks Design Group Collection,SQ7675077,3595.0,5750.0,"The Niermann Weeks Mel Cone Lantern Pendant Light, a remarkable addition to the revered J Banks Design Group Collection, exudes an aura of elegance and sophistication. With its breathtaking Sunshine Gold Leaf finish, this pendant light effortlessly infuses a touch of luxury into any space. The cone-shaped design seamlessly blends modernity with timeless charm, while the intricate detailing and impeccable craftsmanship pay homage to classic aesthetics. A true statement piece for discerning designers and decorators, the Niermann Weeks Mel Cone Lantern Pendant Light illuminates spaces with a radiant glow, elevating interiors to new heights of style and allure.FREE SHIPPING to Anywhere in the US 48 States",35,31.5,,"niermann-weeks, mel-cone, lantern, pendant-light, sunshine-gold-leaf-finish, j-banks-group-collection","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1704478325763-XOYXB3DB28EB4YABPT32/Niermann+Weeks++Mel+Cone+Lantern+Pendant+Light+with+Sunshine+Gold+Leaf+Finish+From+J+Banks+Design+Group+Collection.png, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1704478335662-27PKVH4O89JZ08QQ10VL/Mel+cone+light-+set+1+z.jpg"
"Christian Liaigre for Holly Hunt Mohair Velvet Mousson Sofa, Made in France",SQ1350504,9895.0,16876.0,"Experience luxury with the Christian Liaigre Mousson 3-seat sofa for Holly Hunt, a masterpiece of design and comfort. Crafted in France and produced around 2016, this sofa is a testament to Liaigre's renowned minimalist style, blending elegance with a touch of equestrian flair. The sofa features sumptuous golden tan mohair velvet, offering both a lavish look and a plush feel. Its design, dating back to circa 2011, reflects Liaigre's expertise honed in the picturesque Vendée region of France and the prestigious Ecole des Beaux-Arts in Paris. This piece is not just a sofa; it's a slice of design history, carrying the legacy of Liaigre's work, which has graced the spaces of elite clients and iconic locations like The Mercer Hotel in New York City. Each sofa comes with a label confirming its authenticity, a hallmark of Liaigre's partnership with Holly Hunt that revolutionized furniture design in the US. Own a piece of this legacy and elevate your living space with this exquisite Christian Liaigre creation.FREE SHIPPING to Anywhere in the US 48 States",99,39,26,"christian-liaigre, holly-hunt, mohair, velvet-mousson, sofa, france, seat, contemporary","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702501959087-D916X1IK2R7VQUKFTHFK/Christian+Liaigre+for+Holly+Hunt+Mohair+Velvet+Mousson+Sofa%2C+Made+in+France+%286%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702501959289-EZEJ6Y8JVMIZWY9ZHBXQ/Christian+Liaigre+for+Holly+Hunt+Mohair+Velvet+Mousson+Sofa%2C+Made+in+France+4.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702501959272-DKT54JSU9I039NQN8AXU/Christian+Liaigre+for+Holly+Hunt+Mohair+Velvet+Mousson+Sofa%2C+Made+in+France+3.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702501958520-KLHT0GI9QL0VZVBT577K/Christian+Liaigre+for+Holly+Hunt+Mohair+Velvet+Mousson+Sofa%2C+Made+in+France+2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702492368208-L38PPAB55T1EMREOGETW/Christian+Liaigre+for+Holly+Hunt+Mohair+Velvet+Mousson+Sofa%2C+Made+in+France+%283%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702492366346-5HB913RYIU0F2XV67PVS/Christian+Liaigre+for+Holly+Hunt+Mohair+Velvet+Mousson+Sofa%2C+Made+in+France+%284%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702492370424-QDAW9074YK6G889ARQRX/Christian+Liaigre+for+Holly+Hunt+Mohair+Velvet+Mousson+Sofa%2C+Made+in+France+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702492368035-N01PDLYKS9NI7MP1WL1K/Christian+Liaigre+for+Holly+Hunt+Mohair+Velvet+Mousson+Sofa%2C+Made+in+France+%285%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702492368225-U0Y5MBSAW6BS38WIETMF/Christian+Liaigre+for+Holly+Hunt+Mohair+Velvet+Mousson+Sofa%2C+Made+in+France+%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702492368218-QW4JQXB17AAYLMKU5YJ6/Christian+Liaigre+for+Holly+Hunt+Mohair+Velvet+Mousson+Sofa%2C+Made+in+France.JPG"
